RowID,FIS Points,Nation,FIS code,Year,Bib,Athlete,Rank,Event Name,Date
1,200.00,AUT,9055093,2001,15,KAINZ Carmen,1,FIS Moninec (CZE),2023-12-22
2,160.00,ITA,9295158,2003,30,FAVA Elisa,2,FIS Moninec (CZE),2023-12-22
3,120.00,AUT,9055107,2003,22,SCHOEFFMANN Pia,3,FIS Moninec (CZE),2023-12-22
4,100.00,CZE,9155107,2005,16,KECLIKOVA Adela,4,FIS Moninec (CZE),2023-12-22
5,90.00,JPN,9305291,1996,33,TOYODA Asa,5,FIS Moninec (CZE),2023-12-22
6,80.00,CZE,9155071,2003,19,SONKOVA Klara,6,FIS Moninec (CZE),2023-12-22
7,72.00,ITA,9295182,2003,28,VALLE Sofia,7,FIS Moninec (CZE),2023-12-22
8,64.00,GER,9205105,2006,32,GUNKEL Hannah,8,FIS Moninec (CZE),2023-12-22
9,58.00,AUT,9055100,2002,25,PICHELKASTNER Jessica,9,FIS Moninec (CZE),2023-12-22
10,52.00,GER,9205103,2006,23,SCHEID Mathilda,10,FIS Moninec (CZE),2023-12-22
11,48.00,JPN,9305476,2005,26,MAEDA Suzumi,11,FIS Moninec (CZE),2023-12-22
12,48.00,JPN,9305432,2003,17,KANAZAWA Noa,11,FIS Moninec (CZE),2023-12-22
13,40.00,JPN,9305461,2004,27,OSHIMA Hinano,13,FIS Moninec (CZE),2023-12-22
14,36.00,UKR,1699984,1997,18,MALOVANNA Oleksandra,14,FIS Moninec (CZE),2023-12-22
15,32.00,ITA,9295224,2006,41,MAMMONE Anna Victoria,15,FIS Moninec (CZE),2023-12-22
16,30.00,ITA,9295200,2004,36,FACHIN Fabiana,16,FIS Moninec (CZE),2023-12-22
17,28.00,CZE,9155052,1996,35,HOUZVICKOVA Kristyna,17,FIS Moninec (CZE),2023-12-22
18,26.00,AUT,9055101,2002,24,WEIS Miriam,18,FIS Moninec (CZE),2023-12-22
19,24.00,JPN,9305438,2003,39,IIOKA Maika,19,FIS Moninec (CZE),2023-12-22
20,22.00,ITA,9295178,2003,40,BOSSA Rachele,20,FIS Moninec (CZE),2023-12-22
21,20.00,GER,9205100,2005,34,BUCCIONI Aurelia,21,FIS Moninec (CZE),2023-12-22
22,18.00,GER,9205112,2008,37,JANSING Zoe,22,FIS Moninec (CZE),2023-12-22
23,16.00,UKR,9695023,2001,31,BODNARUK Vita,23,FIS Moninec (CZE),2023-12-22
24,"",SUI,9515213,2004,21,BAETSCHI Laila Ursina,24,FIS Moninec (CZE),2023-12-22
25,"",SUI,9515198,2002,42,KLEESATTEL Eliane,25,FIS Moninec (CZE),2023-12-22
26,,"",JANSING Salome,GER,9205104,2006,"",FIS Moninec (CZE),2023-12-22
27,,"",TANIGUCHI Yuna,GER,9205097,2005,"",FIS Moninec (CZE),2023-12-22
28,,"",RABANSER Sophie,ITA,9295211,2005,"",FIS Moninec (CZE),2023-12-22
