RowID,Nation,FIS code,Year,Time,Bib,Athlete,Rank,Event Name,Date
33,POL,9435104,2006,42.92,51,DAWIDEK Weronika,33,Qualification Carezza (ITA),2023-12-14
34,USA,9535531,2000,43.74,39,BULLIS Alexa,34,Qualification Carezza (ITA),2023-12-14
35,POL,9435070,1999,43.82,48,BUKOWSKA-CHYC Maria,35,Qualification Carezza (ITA),2023-12-14
36,ITA,9295200,2004,43.99,55,FACHIN Fabiana,36,Qualification Carezza (ITA),2023-12-14
37,JPN,9305265,1994,44.11,52,KOSHISAKA Ayana,37,Qualification Carezza (ITA),2023-12-14
38,UKR,9695036,2003,44.75,47,HAPATYN Nadiia,38,Qualification Carezza (ITA),2023-12-14
39,MKD,1759992,1990,52.21,44,SPASOVSKA Sanja,39,Qualification Carezza (ITA),2023-12-14
1,JPN,9305427,2003,1:17.78,18,MIKI Tsubaki,1,Qualification Carezza (ITA),2023-12-14
2,SUI,9515082,1992,1:18.84,25,ZOGG Julie,2,Qualification Carezza (ITA),2023-12-14
3,AUT,9055071,1998,1:18.87,28,ULBING Daniela,3,Qualification Carezza (ITA),2023-12-14
4,ITA,9295145,1997,1:19.53,19,DALMASSO Lucia,4,Qualification Carezza (ITA),2023-12-14
5,GER,9205058,1996,1:19.62,26,HOFMEISTER Ramona Theresia,5,Qualification Carezza (ITA),2023-12-14
6,SUI,9515102,1993,1:19.62,22,JENNY Ladina,6,Qualification Carezza (ITA),2023-12-14
7,ITA,9295071,1993,1:19.89,33,OCHNER Nadya,7,Qualification Carezza (ITA),2023-12-14
8,NED,9405023,1996,1:19.95,20,DEKKER Michelle,8,Qualification Carezza (ITA),2023-12-14
9,GER,9205050,1994,1:20.08,23,LOCH Cheyenne,9,Qualification Carezza (ITA),2023-12-14
10,CZE,9155072,2003,1:20.78,34,MADEROVA Zuzana,10,Qualification Carezza (ITA),2023-12-14
11,AUT,9055032,1992,1:20.84,30,SCHOEFFMANN Sabine,11,Qualification Carezza (ITA),2023-12-14
12,ITA,9295154,2001,1:20.85,49,CORATTI Jasmin,12,Qualification Carezza (ITA),2023-12-14
13,ITA,9295132,1999,1:20.90,27,CAFFONT Elisa,13,Qualification Carezza (ITA),2023-12-14
14,USA,9535569,2003,1:21.07,36,PFLUM Iris,14,Qualification Carezza (ITA),2023-12-14
15,GER,9205056,1996,1:21.10,24,HOCHREITER Melanie,15,Qualification Carezza (ITA),2023-12-14
16,SLO,1569955,1989,1:21.11,17,KOTNIK Gloria,16,Qualification Carezza (ITA),2023-12-14
17,KOR,9325017,1995,1:21.67,37,JEONG Haerim,17,Qualification Carezza (ITA),2023-12-14
18,CHN,9125001,1998,1:21.78,46,GONG Naiying,18,Qualification Carezza (ITA),2023-12-14
19,UKR,1699945,1990,1:22.13,31,DANCHA Annamari,19,Qualification Carezza (ITA),2023-12-14
20,POL,9435077,2000,1:23.14,41,KWIATKOWSKA Olimpia,20,Qualification Carezza (ITA),2023-12-14
21,CHN,9125028,2001,1:23.53,43,KONG Binbin,21,Qualification Carezza (ITA),2023-12-14
22,ITA,9295158,2003,1:23.78,50,FAVA Elisa,22,Qualification Carezza (ITA),2023-12-14
23,CAN,9105518,2005,1:24.51,38,MOISAN Aurelie,23,Qualification Carezza (ITA),2023-12-14
24,AUS,9045081,1997,1:25.26,54,BONGIORNO Millie,24,Qualification Carezza (ITA),2023-12-14
25,SUI,9515126,1994,1:25.47,32,KEISER Jessica,25,Qualification Carezza (ITA),2023-12-14
26,USA,9535431,1999,1:25.81,40,KIZUKA Kaiya,26,Qualification Carezza (ITA),2023-12-14
27,UKR,1699984,1997,1:26.79,45,MALOVANNA Oleksandra,27,Qualification Carezza (ITA),2023-12-14
28,JPN,1543464,1983,1:28.77,21,TAKEUCHI Tomoka,28,Qualification Carezza (ITA),2023-12-14
29,ITA,9295182,2003,1:33.03,53,VALLE Sofia,29,Qualification Carezza (ITA),2023-12-14
30,AUT,1004920,1973,"",29,RIEGLER Claudia,30,Qualification Carezza (ITA),2023-12-14
31,CZE,9155071,2003,"",42,SONKOVA Klara,31,Qualification Carezza (ITA),2023-12-14
32,SUI,9515154,1997,"",35,GASSER Larissa,32,Qualification Carezza (ITA),2023-12-14
