RowID,Nation,FIS code,Year,Time,Bib,Athlete,Rank,Event Name,Date
1,ITA,9295158,2003,1:14.89,23,FAVA Elisa,1,Qualification Folgaria (ITA),2024-01-11
2,AUT,9055101,2002,1:14.92,25,WEIS Miriam,2,Qualification Folgaria (ITA),2024-01-11
3,AUT,9055093,2001,1:15.72,26,KAINZ Carmen,3,Qualification Folgaria (ITA),2024-01-11
4,GER,9205103,2006,1:16.90,27,SCHEID Mathilda,4,Qualification Folgaria (ITA),2024-01-11
5,UKR,1699945,1990,1:16.91,31,DANCHA Annamari,5,Qualification Folgaria (ITA),2024-01-11
6,CZE,9155107,2005,1:17.46,18,KECLIKOVA Adela,6,Qualification Folgaria (ITA),2024-01-11
7,AUT,9055107,2003,1:17.48,32,SCHOEFFMANN Pia,7,Qualification Folgaria (ITA),2024-01-11
8,POL,9435104,2006,1:17.58,20,DAWIDEK Weronika,8,Qualification Folgaria (ITA),2024-01-11
9,AUT,9055100,2002,1:17.61,30,PICHELKASTNER Jessica,9,Qualification Folgaria (ITA),2024-01-11
10,SUI,9515213,2004,1:18.79,29,BAETSCHI Laila Ursina,10,Qualification Folgaria (ITA),2024-01-11
11,CZE,9155071,2003,1:19.62,34,SONKOVA Klara,11,Qualification Folgaria (ITA),2024-01-11
12,SUI,9515212,2003,1:19.75,22,BAETSCHI Flurina Neva,12,Qualification Folgaria (ITA),2024-01-11
13,SUI,9515196,2002,1:20.21,17,HAUSER Ricarda,13,Qualification Folgaria (ITA),2024-01-11
14,SUI,9515236,2007,1:21.33,24,VON SIEBENTHAL Xenia,14,Qualification Folgaria (ITA),2024-01-11
15,ITA,9295224,2006,1:21.41,45,MAMMONE Anna Victoria,15,Qualification Folgaria (ITA),2024-01-11
16,POL,9435094,2004,1:22.16,40,KACICZAK Olga,16,Qualification Folgaria (ITA),2024-01-11
17,ITA,9295182,2003,1:22.99,21,VALLE Sofia,17,Qualification Folgaria (ITA),2024-01-11
18,ITA,9295200,2004,1:23.91,37,FACHIN Fabiana,18,Qualification Folgaria (ITA),2024-01-11
19,UKR,9695036,2003,1:25.47,33,HAPATYN Nadiia,19,Qualification Folgaria (ITA),2024-01-11
20,ITA,9295234,2008,1:26.15,38,CARNEVALI Giorgia,20,Qualification Folgaria (ITA),2024-01-11
21,SUI,9515198,2002,1:31.78,35,KLEESATTEL Eliane,21,Qualification Folgaria (ITA),2024-01-11
22,ITA,9295178,2003,1:32.56,44,BOSSA Rachele,22,Qualification Folgaria (ITA),2024-01-11
23,CZE,9155052,1996,1:34.47,42,HOUZVICKOVA Kristyna,23,Qualification Folgaria (ITA),2024-01-11
24,ITA,9295228,2005,1:34.75,46,LAMBER Viktoria,24,Qualification Folgaria (ITA),2024-01-11
25,POL,9435100,2005,38.66,39,ZAPALA Sonia,25,Qualification Folgaria (ITA),2024-01-11
26,GER,9205105,2006,40.02,36,GUNKEL Hannah,26,Qualification Folgaria (ITA),2024-01-11
27,GER,9205104,2006,40.37,28,JANSING Salome,27,Qualification Folgaria (ITA),2024-01-11
28,GER,9205112,2008,58.39,19,JANSING Zoe,28,Qualification Folgaria (ITA),2024-01-11
29,ITA,9295211,2005,"",43,RABANSER Sophie,"",Qualification Folgaria (ITA),2024-01-11
30,GER,9205097,2005,"",41,TANIGUCHI Yuna,"",Qualification Folgaria (ITA),2024-01-11
