RowID,Nation,FIS code,Year,Time,Bib,Rank,Athlete,Event Name,Date
1,ITA,1163127,1980,1:08.00,23,1,FISCHNALLER Roland,Qualification Cortina d'Ampezzo (ITA),2023-12-16
2,ITA,9290227,1995,1:08.72,33,2,BAGOZZA Daniele,Qualification Cortina d'Ampezzo (ITA),2023-12-16
3,ITA,9290107,1991,1:08.81,26,3,CORATTI Edwin,Qualification Cortina d'Ampezzo (ITA),2023-12-16
4,AUT,1054984,1985,1:08.91,30,4,KARL Benjamin,Qualification Cortina d'Ampezzo (ITA),2023-12-16
5,AUT,9050217,1996,1:08.98,17,5,OBMANN Fabian,Qualification Cortina d'Ampezzo (ITA),2023-12-16
6,SLO,1659088,1984,1:08.99,21,6,KOSIR Zan,Qualification Cortina d'Ampezzo (ITA),2023-12-16
7,AUT,1093190,1980,1:09.19,19,7,PROMMEGGER Andreas,Qualification Cortina d'Ampezzo (ITA),2023-12-16
8,ITA,9290200,1994,1:09.21,18,8,BORMOLINI Maurizio,Qualification Cortina d'Ampezzo (ITA),2023-12-16
9,KOR,9320091,1995,1:09.21,31,9,LEE Sangho,Qualification Cortina d'Ampezzo (ITA),2023-12-16
10,SLO,9560053,1991,1:09.22,20,10,MASTNAK Tim,Qualification Cortina d'Ampezzo (ITA),2023-12-16
11,SUI,9510316,1995,1:09.38,22,11,CAVIEZEL Dario,Qualification Cortina d'Ampezzo (ITA),2023-12-16
12,KOR,9320014,1989,1:09.60,29,12,KIM Sangkyum,Qualification Cortina d'Ampezzo (ITA),2023-12-16
13,ITA,7538766,1986,1:09.69,24,13,MARCH Aaron,Qualification Cortina d'Ampezzo (ITA),2023-12-16
14,AUT,9050042,1989,1:09.70,28,14,PAYER Alexander,Qualification Cortina d'Ampezzo (ITA),2023-12-16
15,BUL,1094969,1990,1:09.97,36,15,YANKOV Radoslav,Qualification Cortina d'Ampezzo (ITA),2023-12-16
16,AUT,9050272,2001,1:10.04,49,16,PINK Matthaeus,Qualification Cortina d'Ampezzo (ITA),2023-12-16
17,AUT,9050279,2001,1:10.12,46,17,BURGSTALLER Dominik,Qualification Cortina d'Ampezzo (ITA),2023-12-16
18,SLO,7560012,1986,1:10.15,40,18,MARGUC Rok,Qualification Cortina d'Ampezzo (ITA),2023-12-16
19,ITA,9290151,1992,1:10.27,32,19,FELICETTI Mirko,Qualification Cortina d'Ampezzo (ITA),2023-12-16
20,CAN,9101129,2002,1:10.30,41,20,HELDMAN Ben,Qualification Cortina d'Ampezzo (ITA),2023-12-16
21,AUT,9050029,1988,1:10.36,47,21,KISLINGER Sebastian,Qualification Cortina d'Ampezzo (ITA),2023-12-16
22,JPN,7300127,1986,1:10.37,37,22,SHIBA Masaki,Qualification Cortina d'Ampezzo (ITA),2023-12-16
23,GER,9200158,2001,1:10.46,45,23,PRANTL Ole-Mikkel,Qualification Cortina d'Ampezzo (ITA),2023-12-16
24,SUI,9510417,2000,1:10.63,35,24,CASANOVA Gian,Qualification Cortina d'Ampezzo (ITA),2023-12-16
25,POL,9430120,1996,1:10.64,27,25,KWIATKOWSKI Oskar,Qualification Cortina d'Ampezzo (ITA),2023-12-16
26,CAN,9100945,2000,1:10.69,42,26,GAUDET Arnaud,Qualification Cortina d'Ampezzo (ITA),2023-12-16
27,GER,9200128,1999,1:10.89,34,27,HUBER Elias,Qualification Cortina d'Ampezzo (ITA),2023-12-16
28,AUT,9050196,1995,1:10.94,44,28,JURITZ Aron,Qualification Cortina d'Ampezzo (ITA),2023-12-16
29,AUT,9050297,2003,1:11.11,50,29,KARNER Christoph,Qualification Cortina d'Ampezzo (ITA),2023-12-16
30,KOR,9320127,1998,1:11.97,51,30,HONG Seung-Yeong,Qualification Cortina d'Ampezzo (ITA),2023-12-16
31,ITA,9290395,2002,1:13.15,54,31,LANTSCHNER Fabian,Qualification Cortina d'Ampezzo (ITA),2023-12-16
32,AUT,9050238,1997,"",39,32,AUNER Arvid,Qualification Cortina d'Ampezzo (ITA),2023-12-16
33,JPN,9300870,2001,35.77,63,33,SHIMIZU Daichi,Qualification Cortina d'Ampezzo (ITA),2023-12-16
34,UKR,9690121,1999,35.96,48,34,KHARUK Mykhailo,Qualification Cortina d'Ampezzo (ITA),2023-12-16
35,CAN,9100570,1996,36.11,60,35,LEFEBVRE Jules,Qualification Cortina d'Ampezzo (ITA),2023-12-16
36,USA,9531069,1997,36.14,64,36,UDOLF Dylan,Qualification Cortina d'Ampezzo (ITA),2023-12-16
37,CAN,9100939,2000,36.20,58,37,NAZWASKI Michael,Qualification Cortina d'Ampezzo (ITA),2023-12-16
38,CAN,9100940,2000,36.27,57,38,BEHAN Jamie,Qualification Cortina d'Ampezzo (ITA),2023-12-16
39,POL,9430124,1996,36.29,38,39,NOWACZYK Michal,Qualification Cortina d'Ampezzo (ITA),2023-12-16
40,BUL,9090161,2005,36.40,56,40,GERGYOVSKI Petar,Qualification Cortina d'Ampezzo (ITA),2023-12-16
41,POL,9430012,1987,36.61,65,41,GASIENICA-DANIEL Andrzej,Qualification Cortina d'Ampezzo (ITA),2023-12-16
42,ITA,9290464,2005,37.00,69,42,ZIMMERHOFER Elias,Qualification Cortina d'Ampezzo (ITA),2023-12-16
43,CAN,9100748,1998,37.10,66,43,KILMER-CHOI Richard Riley,Qualification Cortina d'Ampezzo (ITA),2023-12-16
44,ITA,9290463,2005,37.16,61,44,SANTUARI Mike,Qualification Cortina d'Ampezzo (ITA),2023-12-16
45,CZE,9150333,2006,37.20,73,45,MINARIK Krystof,Qualification Cortina d'Ampezzo (ITA),2023-12-16
46,USA,9530791,1994,37.36,67,46,ROSENCRANZ Ryan,Qualification Cortina d'Ampezzo (ITA),2023-12-16
47,JPN,9300905,2002,37.52,53,47,KANEMATSU Naoki,Qualification Cortina d'Ampezzo (ITA),2023-12-16
48,CHN,1124993,2002,37.57,62,48,BAN Xuefu,Qualification Cortina d'Ampezzo (ITA),2023-12-16
49,BUL,9090159,2004,37.75,68,49,GEORGIEV Kristian,Qualification Cortina d'Ampezzo (ITA),2023-12-16
50,CZE,9150168,1999,37.82,71,50,POCINEK Adam,Qualification Cortina d'Ampezzo (ITA),2023-12-16
51,MKD,1568975,1979,40.66,72,51,KACARSKI Aleksandar,Qualification Cortina d'Ampezzo (ITA),2023-12-16
52,BUL,9090158,2004,41.98,55,52,KRASHNIAK Alexander,Qualification Cortina d'Ampezzo (ITA),2023-12-16
53,GER,9200145,2000,44.41,43,53,ANGENEND Yannik,Qualification Cortina d'Ampezzo (ITA),2023-12-16
54,GER,9200176,2002,45.72,70,54,TANIGUCHI Kaijo,Qualification Cortina d'Ampezzo (ITA),2023-12-16
