RowID,Nation,FIS code,Year,Time,Bib,Athlete,Rank,Event Name,Date
1,GER,9205058,1996,1:25.07,20,HOFMEISTER Ramona Theresia,1,Qualification Scuol (SUI),2024-01-13
2,ITA,9295132,1999,1:26.24,29,CAFFONT Elisa,2,Qualification Scuol (SUI),2024-01-13
3,ITA,9295145,1997,1:26.44,30,DALMASSO Lucia,3,Qualification Scuol (SUI),2024-01-13
4,AUT,9055032,1992,1:26.66,18,SCHOEFFMANN Sabine,4,Qualification Scuol (SUI),2024-01-13
5,SUI,9515082,1992,1:27.11,27,ZOGG Julie,5,Qualification Scuol (SUI),2024-01-13
6,GER,9205050,1994,1:27.11,32,LOCH Cheyenne,6,Qualification Scuol (SUI),2024-01-13
7,AUT,1004920,1973,1:27.32,19,RIEGLER Claudia,7,Qualification Scuol (SUI),2024-01-13
8,JPN,1543464,1983,1:27.53,24,TAKEUCHI Tomoka,8,Qualification Scuol (SUI),2024-01-13
9,USA,9535569,2003,1:28.51,28,PFLUM Iris,9,Qualification Scuol (SUI),2024-01-13
10,KOR,9325017,1995,1:28.55,17,JEONG Haerim,10,Qualification Scuol (SUI),2024-01-13
11,CZE,9155072,2003,1:28.65,21,MADEROVA Zuzana,11,Qualification Scuol (SUI),2024-01-13
12,ITA,9295154,2001,1:28.74,34,CORATTI Jasmin,12,Qualification Scuol (SUI),2024-01-13
13,GER,9205056,1996,1:28.85,22,HOCHREITER Melanie,13,Qualification Scuol (SUI),2024-01-13
14,SUI,9515102,1993,1:29.72,31,JENNY Ladina,14,Qualification Scuol (SUI),2024-01-13
15,POL,9435104,2006,1:30.09,42,DAWIDEK Weronika,15,Qualification Scuol (SUI),2024-01-13
16,JPN,9305427,2003,1:30.17,23,MIKI Tsubaki,16,Qualification Scuol (SUI),2024-01-13
17,SUI,9515154,1997,1:30.45,33,GASSER Larissa,17,Qualification Scuol (SUI),2024-01-13
18,UKR,1699945,1990,1:30.79,26,DANCHA Annamari,18,Qualification Scuol (SUI),2024-01-13
19,UKR,9695036,2003,1:31.31,43,HAPATYN Nadiia,19,Qualification Scuol (SUI),2024-01-13
20,POL,9435070,1999,1:32.81,38,BUKOWSKA-CHYC Maria,20,Qualification Scuol (SUI),2024-01-13
21,SUI,9515196,2002,1:32.82,47,HAUSER Ricarda,21,Qualification Scuol (SUI),2024-01-13
22,CZE,9155071,2003,1:33.26,39,SONKOVA Klara,22,Qualification Scuol (SUI),2024-01-13
23,SUI,9515236,2007,1:34.71,45,VON SIEBENTHAL Xenia,23,Qualification Scuol (SUI),2024-01-13
24,SUI,9515212,2003,1:35.87,44,BAETSCHI Flurina Neva,24,Qualification Scuol (SUI),2024-01-13
25,POL,9435077,2000,1:36.96,35,KWIATKOWSKA Olimpia,25,Qualification Scuol (SUI),2024-01-13
26,USA,9535431,1999,1:37.57,36,KIZUKA Kaiya,26,Qualification Scuol (SUI),2024-01-13
27,SUI,9515213,2004,1:38.57,48,BAETSCHI Laila Ursina,27,Qualification Scuol (SUI),2024-01-13
28,AUT,9055071,1998,"",25,ULBING Daniela,28,Qualification Scuol (SUI),2024-01-13
29,JPN,9305265,1994,"",46,KOSHISAKA Ayana,"",Qualification Scuol (SUI),2024-01-13
30,UKR,1699984,1997,"",41,MALOVANNA Oleksandra,"",Qualification Scuol (SUI),2024-01-13
31,AUS,9045081,1997,"",40,BONGIORNO Millie,"",Qualification Scuol (SUI),2024-01-13
32,CAN,9105371,2000,"",37,BUCK Kaylie,"",Qualification Scuol (SUI),2024-01-13
